student_id,gender,classification,classification_sub,nationality,sg_pr_status,course_years_remaining,faculty,offered,application_term,course
32631,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32633,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32633,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32635,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32635,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32638,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32638,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32639,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32640,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32640,Male,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32641,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2024-25 Semester 1 & 2,Bachelor of Business Admin
32641,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32642,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32643,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32643,Male,Undergraduate,Freshman,China,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32644,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32644,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32645,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32647,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Arts
32647,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Arts
32649,Male,Undergraduate,Senior UG,Singapore,Non PR,6,NUS Business School,No,2024-25 Semester 1 & 2,Bachelor of Business Admin
32650,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32650,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32651,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
32651,Female,Undergraduate,NA,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32652,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32653,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32653,Female,Undergraduate,NA,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32655,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32655,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32656,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2023-24 Semester 1 & 2,Bachelor of Laws
32657,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32657,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32658,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2024-25 Semester 1 & 2,Bachelor of Business Admin
32658,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32659,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2024-25 Semester 1 & 2,Bachelor of Engineering
32659,Male,Undergraduate,Freshman,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32660,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32660,Female,Undergraduate,NA,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32661,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32661,Female,Undergraduate,NA,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32662,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2024-25 Semester 1 & 2,Bachelor of Pharmacy
32662,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Pharmacy
32663,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32663,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32664,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32664,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32665,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32665,Male,Undergraduate,Freshman,China,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32667,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32667,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32668,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Computing
32669,Male,Undergraduate,Senior UG,Indonesian,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32669,Male,Undergraduate,Freshman,Indonesian,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32670,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32670,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32671,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32671,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32673,Female,Undergraduate,Senior UG,China,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32673,Female,Undergraduate,Freshman,China,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32675,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32675,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2024-25 Semester 1 & 2,Bachelor of Business Admin
32676,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Computing
32676,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32677,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32677,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32680,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32680,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32681,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32681,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32683,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32685,Male,Undergraduate,Senior UG,"Korea, Republic of",Non PR,7,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32686,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Arts (CDE)
32686,Female,Undergraduate,Freshman,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Arts (CDE)
32689,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2024-25 Semester 1 & 2,Bachelor of Science (Nursing)
32689,Female,Undergraduate,NA,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2023-24 Semester 1 & 2,Bachelor of Science (Nursing)
32690,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32690,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32691,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32692,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32692,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32694,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32694,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32695,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32696,Male,Undergraduate,RC Senior UG,China,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32696,Male,Undergraduate,RC Senior UG,China,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32698,Female,Undergraduate,RC Senior UG,China,PR,5,Multi Disciplinary Programme,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
32698,Female,Undergraduate,RC Senior UG,China,PR,5,Multi Disciplinary Programme,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering (CEG)
32699,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
32699,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32701,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32701,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
32702,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2024-25 Semester 1 & 2,Bachelor of Business Admin
32702,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32703,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Env Studies (FOS)
32704,Female,Undergraduate,Senior UG,Singapore,Non PR,6,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
32704,Female,Undergraduate,Freshman,Singapore,Non PR,6,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32707,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32707,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
32709,Male,Undergraduate,Freshman,China,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32710,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
32710,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32711,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32712,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32712,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32713,Male,Undergraduate,Senior UG,China,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32713,Male,Undergraduate,Freshman,China,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32714,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Arts
32714,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Arts
32715,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32716,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32716,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
32717,Female,Undergraduate,NA,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Arts (CDE)
32718,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32718,Female,Undergraduate,Freshman,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32719,Male,Undergraduate,Senior UG,China,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32720,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2024-25 Semester 1 & 2,Bachelor of Science
32720,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32721,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32721,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2024-25 Semester 1 & 2,Bachelor of Business Admin
32722,Male,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32722,Male,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32724,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
32724,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering (CEG)
32726,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32726,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32727,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32727,Male,Undergraduate,Freshman,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32728,Female,Undergraduate,Senior UG,Malaysian,PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32728,Female,Undergraduate,Freshman,Malaysian,PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32729,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32729,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32730,Female,Undergraduate,Freshman,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2023-24 Semester 1 & 2,Bachelor of Science (Nursing)
32733,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32733,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32734,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2023-24 Semester 1 & 2,Bachelor of Business Admin
32735,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Computing
32735,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32737,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
32737,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32739,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32741,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32741,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32742,Female,Undergraduate,Senior UG,Malaysian,PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32742,Female,Undergraduate,Freshman,Malaysian,PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32743,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
32744,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32744,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32745,Male,Undergraduate,Senior UG,Thailand,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32745,Male,Undergraduate,Freshman,Thailand,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32746,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32746,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32747,Male,Undergraduate,Senior UG,China,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32747,Male,Undergraduate,Freshman,China,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32750,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32750,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
32751,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32751,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32752,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2024-25 Semester 1 & 2,Bachelor of Engineering
32752,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32754,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32755,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Pharmacy
32755,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Pharmacy
32756,Male,Undergraduate,Senior UG,Thailand,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32756,Male,Undergraduate,Senior UG,Thailand,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32757,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2024-25 Semester 1 & 2,Bachelor of Business Admin
32757,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32758,Female,Undergraduate,Senior UG,China,PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32758,Female,Undergraduate,Freshman,China,PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32759,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering (CEG)
32760,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32760,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32761,Male,Undergraduate,Senior UG,China,Non PR,5,Multi Disciplinary Programme,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
32761,Male,Undergraduate,Senior UG,China,Non PR,5,Multi Disciplinary Programme,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering (CEG)
32763,Male,Undergraduate,Senior UG,China,PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32763,Male,Undergraduate,Freshman,China,PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32764,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2024-25 Semester 1 & 2,Bachelor of Arts
32764,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Arts
32765,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32766,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
32766,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32767,Female,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
32767,Female,Undergraduate,Freshman,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
32768,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32770,Female,Undergraduate,Senior UG,Philippines,PR,5,Yong Loo Lin Sch of Medicine,No,2024-25 Semester 1 & 2,Bachelor of Science (Nursing)
32770,Female,Undergraduate,Freshman,Philippines,PR,5,Yong Loo Lin Sch of Medicine,No,2023-24 Semester 1 & 2,Bachelor of Science (Nursing)
32771,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
32772,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Computing
32772,Female,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
32773,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Yong Loo Lin Sch of Medicine,Yes,2024-25 Semester 1 & 2,Bachelor of Science (Nursing)
32774,Male,Undergraduate,Senior UG,Vietnamese,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
32774,Male,Undergraduate,Freshman,Vietnamese,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
32775,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2023-24 Semester 1 & 2,Bachelor of Laws
32776,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2024-25 Semester 1 & 2,Bachelor of Social Sciences
32776,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Social Sciences
32777,Female,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
32779,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2024-25 Semester 1 & 2,Bachelor of Business Admin
32779,Female,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
